steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
40,1,-0.005000000000000003,40,-0.005000000000000003,1,0
80,2,-0.6380454061646094,40,-0.6330454061646094,2,0
120,3,-0.6425454061646089,40,-0.004500000000000002,3,0
160,4,-0.6482954061646082,40,-0.005750000000000003,4,0
200,5,-0.6530454061646077,40,-0.0047500000000000025,5,0
240,6,-0.6582954061646071,40,-0.005250000000000003,6,0
280,7,-0.6632954061646066,40,-0.005000000000000003,7,0
320,8,-0.6675454061646061,40,-0.004250000000000002,8,0
360,9,-1.2757194136828658,40,-0.60817400751826,9,0
400,10,-1.2804694136828674,40,-0.0047500000000000025,10,0
480,12,-1.2899694136828705,40,-0.004500000000000002,12,0
560,14,-1.300219413682874,40,-0.005250000000000003,14,0
680,17,-1.3147194136828788,40,-0.005250000000000003,17,0
800,20,-1.329969413682884,40,-0.004000000000000002,20,0
1000,25,-1.3577194136828932,40,-0.005250000000000003,23,0
1200,30,-1.3822194136829014,40,-0.004500000000000002,28,0
1600,40,-1.4264694136829161,40,-0.0047500000000000025,38,0
2000,50,-1.476969413682933,40,-0.005000000000000003,48,0
2400,60,-1.530719413682951,40,-0.005750000000000003,58,0
2800,70,-1.5749694136829657,40,-0.0037500000000000016,67,0
3200,80,-1.6254694136829826,40,-0.005500000000000003,77,0
3600,90,-1.6729694136829985,40,-0.005000000000000003,87,0
4000,100,-1.7154694136830126,40,-0.004000000000000002,97,0
4800,120,-1.8147194136830458,40,-0.005250000000000003,117,0
5600,140,-1.908219413683077,40,-0.004500000000000002,137,0
6800,170,-0.6682630405721394,40,-0.004500000000000002,166,0
8000,200,-0.6534041042691454,40,-0.004250000000000002,195,0
10000,250,-5.75039855455419,40,-0.004000000000000002,242,0
12000,300,-5.706280123029542,40,-0.0070000000000000045,292,0
16000,400,-7.4938565586927535,40,-0.0047500000000000025,389,0
20000,500,-5.387295230613408,40,-0.005000000000000003,485,0
24000,600,-1.6494975813765869,40,1.1150994108413794,580,0
28000,700,-5.82386780956675,40,0.43443188790795034,674,0
32000,800,-9.896940921256679,40,-0.006000000000000004,771,0
36000,900,-9.63295260710278,40,-0.005250000000000003,863,0
40000,1000,-14.035512623700289,40,-1.1785346098135616,956,0
48000,1200,-19.183562808981698,40,-0.007250000000000005,1146,0
56000,1400,-20.263062808986852,40,-0.0037500000000000016,1344,0
68000,1700,-23.250332105759014,40,-0.006000000000000004,1636,0
80000,2000,-26.594709547843255,40,-0.005500000000000003,1926,0
100000,2500,-31.183147023026876,40,-0.005000000000000003,2409,0
120000,3000,-42.40773958638375,40,-0.0047500000000000025,2885,0
160000,4000,-59.70091641828231,40,-0.7170867314897894,3834,0
200000,5000,-69.50245653411858,40,1.4706763084041392,4791,0
240000,6000,-96.61146609216503,40,-0.004500000000000002,5747,0
280000,7000,-103.88289229969968,40,-0.005500000000000003,6698,0
320000,8000,-114.51779235403959,40,-0.005000000000000003,7665,0
360000,9000,-123.21978149801872,40,-0.006000000000000004,8638,0
400000,10000,-124.31381399024998,40,1.5248411500552772,9611,0
